datetime_utc,consumption_mw,ci_lifecycle_gco2eq_per_kwh,included_share_lifecycle,carbon_free_share,share_hydro_pumped_storage,share_biomass,share_other_renewable
2025-01-01 00:00:00+00:00,1603.2725,73.66632745,0.96117361,0.81347117,0.00053154,0.08169421,0.00037454
2025-01-01 01:00:00+00:00,1506.94,89.88667614,0.95161691,0.77231903,1.99e-06,0.10172235,0.0002998
2025-01-01 02:00:00+00:00,1504.1075,79.04067798,0.95738149,0.80337654,7.694e-05,0.08488718,0.00022909
2025-01-01 03:00:00+00:00,1423.745,76.2872257,0.96140931,0.81225445,0.00148565,0.07990408,0.00022433
2025-01-01 04:00:00+00:00,1398.095,68.75411408,0.9635371,0.83237266,7.182e-05,0.07067212,0.00013677
2025-01-01 05:00:00+00:00,1441.08,64.5009166,0.96405683,0.83504951,5e-08,0.07575856,3.439e-05
2025-01-01 06:00:00+00:00,1486.295,73.20240494,0.96008561,0.8110756,0.00034411,0.08354342,0.00036957
2025-01-01 07:00:00+00:00,1500.6975,63.54038262,0.97611798,0.8341553,2.53e-06,0.09832259,1.323e-05
2025-01-01 08:00:00+00:00,1581.18,57.85462031,0.97660453,0.85443005,1.333e-05,0.08068825,5.724e-05
2025-01-01 09:00:00+00:00,1647.8525,60.19981306,0.97359369,0.84817007,3.063e-05,0.08071974,0.00013608
2025-01-01 10:00:00+00:00,1723.0875,66.63002033,0.96931579,0.83211887,0.0001543,0.08492576,0.00028134
2025-01-01 11:00:00+00:00,1819.515,70.61779461,0.96531791,0.81993741,0.0002188,0.08953333,0.00036921
2025-01-01 12:00:00+00:00,1879.3625,78.00237096,0.96514491,0.80915908,0.00062446,0.08848619,0.00037633
2025-01-01 13:00:00+00:00,1891.1575,77.14874413,0.96543233,0.81476445,0.00038428,0.08109647,0.00042292
2025-01-01 14:00:00+00:00,1903.1225,80.09537116,0.96609537,0.81064341,0.00037163,0.08089816,0.00037077
2025-01-01 15:00:00+00:00,1979.8275,103.71836226,0.96180546,0.75910488,0.00203005,0.09765507,0.000458
2025-01-01 16:00:00+00:00,2011.49,112.79451797,0.96219681,0.75531673,0.00176674,0.08568692,0.00043467
2025-01-01 17:00:00+00:00,1942.585,106.69690221,0.96323304,0.76250063,0.00228429,0.08895304,0.00041955
2025-01-01 18:00:00+00:00,1871.64,89.19479253,0.96419427,0.77834472,0.00191537,0.10422583,0.00040424
2025-01-01 19:00:00+00:00,1798.285,86.7364707,0.963982,0.78892236,0.00185338,0.09379897,0.00043892
2025-01-01 20:00:00+00:00,1744.06,82.58491786,0.96604511,0.80170628,0.00173772,0.08824206,0.00032242
2025-01-01 21:00:00+00:00,1620.775,76.44121335,0.96744924,0.82320966,5.821e-05,0.07790342,0.00012491
2025-01-01 22:00:00+00:00,1612.055,83.17858436,0.96261581,0.81436803,4.474e-05,0.07028633,0.00019917
2025-01-01 23:00:00+00:00,1657.8325,101.61645077,0.95032574,0.75502615,0.00239478,0.09771092,0.00047603
2025-01-02 00:00:00+00:00,1633.75,112.68824076,0.9468184,0.70895635,0.00249474,0.13559928,0.00059764
2025-01-02 01:00:00+00:00,1584.9625,115.65623107,0.95874051,0.69103698,0.00127612,0.1731873,0.00032841
2025-01-02 02:00:00+00:00,1556.4875,99.26790485,0.9680954,0.75002494,4.293e-05,0.13730945,0.00011921
2025-01-02 03:00:00+00:00,1526.285,122.1460742,0.9642482,0.70786797,9.59e-06,0.14715398,0.00012149
2025-01-02 04:00:00+00:00,1532.1825,118.17445712,0.9588747,0.72331797,1.414e-05,0.12775643,0.00014827
2025-01-02 05:00:00+00:00,1672.205,119.08841604,0.95687069,0.7105533,2.509e-05,0.14313539,0.00011927
2025-01-02 06:00:00+00:00,1854.9975,138.76537133,0.95348583,0.67115759,0.00022245,0.15621715,0.00010713
2025-01-02 07:00:00+00:00,1983.3875,148.8327705,0.94466661,0.65289023,0.00030605,0.15306019,0.00013188
2025-01-02 08:00:00+00:00,2032.665,150.91770029,0.94034113,0.64808407,0.00013618,0.15240664,0.00014089
2025-01-02 09:00:00+00:00,2130.6925,164.5546804,0.94685225,0.6218799,2.721e-05,0.17331758,0.00010938
2025-01-02 10:00:00+00:00,2178.7225,162.87455899,0.95399095,0.62875253,0.00085218,0.18125985,9.705e-05
