datetime_utc,consumption_mw,ci_lifecycle_gco2eq_per_kwh,included_share_lifecycle,carbon_free_share,share_hydro_pumped_storage,share_biomass,share_other_renewable
2025-01-01 00:00:00+00:00,9452.78,18.18126151,0.96970665,0.96280418,4.541e-05,0.0022392,4.3e-05
2025-01-01 01:00:00+00:00,9190.26,16.43988497,0.97213221,0.96976813,1.2e-07,0.00033366,1.801e-05
2025-01-01 02:00:00+00:00,8975.5925,19.38072213,0.96854511,0.96101821,2.036e-05,0.00091877,5.579e-05
2025-01-01 03:00:00+00:00,8864.1025,22.92532094,0.96555288,0.95138031,0.00065997,0.00145042,8.762e-05
2025-01-01 04:00:00+00:00,9003.075,21.29629667,0.96645766,0.95578588,5.039e-05,0.00122385,7.58e-05
2025-01-01 05:00:00+00:00,9260.42,24.00702465,0.96450343,0.94980226,2.159e-05,0.00212484,9.935e-05
2025-01-01 06:00:00+00:00,9406.035,26.05489926,0.96220225,0.94306435,6.582e-05,0.00382401,0.00012225
2025-01-01 07:00:00+00:00,9512.7475,22.22917541,0.965667,0.95429831,1.641e-05,0.00199682,8.177e-05
2025-01-01 08:00:00+00:00,9816.2125,22.45879876,0.9653943,0.95405317,1.148e-05,0.00197672,7.811e-05
2025-01-01 09:00:00+00:00,10174.8625,23.36865479,0.96608464,0.953069,7.54e-06,0.00271349,8.313e-05
2025-01-01 10:00:00+00:00,10456.6575,22.40741706,0.96730021,0.95603694,1.434e-05,0.0024017,7.244e-05
2025-01-01 11:00:00+00:00,10711.4425,20.37370765,0.97202821,0.96499859,8.97e-06,0.00109777,4.81e-05
2025-01-01 12:00:00+00:00,10977.445,20.58606111,0.97323374,0.96533257,8.424e-05,0.00158614,5.636e-05
2025-01-01 13:00:00+00:00,11259.015,19.17479388,0.97030923,0.96467302,4.193e-05,0.00149281,3.456e-05
2025-01-01 14:00:00+00:00,11635.6475,16.37415546,0.97140123,0.97135665,0.0,0.0,0.0
2025-01-01 15:00:00+00:00,11868.385,16.24509889,0.96900831,0.96897018,0.0,0.0,0.0
2025-01-01 16:00:00+00:00,11851.6775,16.09290644,0.96886073,0.96882269,0.0,0.0,0.0
2025-01-01 17:00:00+00:00,11690.3475,15.88294818,0.96887766,0.96883279,0.0,0.0,0.0
2025-01-01 18:00:00+00:00,11580.2175,15.7445632,0.96878547,0.96874022,0.0,0.0,0.0
2025-01-01 19:00:00+00:00,11510.045,15.71440002,0.96886042,0.96881552,0.0,0.0,0.0
2025-01-01 20:00:00+00:00,11407.6,15.5976148,0.96894111,0.96889557,0.0,0.0,0.0
2025-01-01 21:00:00+00:00,11125.7875,15.63675591,0.9719413,0.97189608,0.0,0.0,0.0
2025-01-01 22:00:00+00:00,10788.755,15.42517736,0.97269186,0.97264471,0.0,0.0,0.0
2025-01-01 23:00:00+00:00,10521.2925,15.25740738,0.96838153,0.96825654,0.0,0.0,9.95e-06
2025-01-02 00:00:00+00:00,10383.2425,15.19308791,0.967537,0.96744021,0.0,0.0,7.76e-06
2025-01-02 01:00:00+00:00,10338.3925,15.1981897,0.96682658,0.96672344,0.0,0.0,6.89e-06
2025-01-02 02:00:00+00:00,10378.665,15.345835,0.9664543,0.96640421,0.0,0.0,1.01e-06
2025-01-02 03:00:00+00:00,10490.095,15.48530641,0.96589634,0.96574412,0.0,0.0,1.549e-05
2025-01-02 04:00:00+00:00,10952.7075,15.85101371,0.96389937,0.96364953,0.0,0.0,3.186e-05
2025-01-02 05:00:00+00:00,11812.2025,16.21982944,0.95693165,0.95650501,6.602e-05,0.0,8.873e-05
2025-01-02 06:00:00+00:00,12306.2425,16.30624381,0.94771047,0.94728095,9.731e-05,0.0,0.0001061
2025-01-02 07:00:00+00:00,12519.07,16.27956637,0.9448896,0.94448625,8.102e-05,0.0,9.557e-05
2025-01-02 08:00:00+00:00,12494.2,16.09985451,0.94489628,0.94445383,0.00011194,4.84e-06,0.0001159
2025-01-02 09:00:00+00:00,12796.1075,16.00675259,0.94485604,0.94446547,9.097e-05,6.81e-06,9.562e-05
2025-01-02 10:00:00+00:00,12769.685,15.95951769,0.94466529,0.94432097,6.959e-05,6.42e-06,7.472e-05
2025-01-02 11:00:00+00:00,12710.5075,15.91408117,0.94335267,0.94304744,6.798e-05,3.43e-06,8.637e-05
2025-01-02 12:00:00+00:00,12553.78,15.91135071,0.94387361,0.9430552,0.00059303,0.0,8.285e-05
