datetime_utc,consumption_mw,ci_lifecycle_gco2eq_per_kwh,included_share_lifecycle,carbon_free_share,share_hydro_pumped_storage,share_biomass,share_other_renewable
2025-01-01 00:00:00+00:00,5010.495,26.04042316,0.9760138,0.96034432,0.00130132,0.00348727,0.0003377
2025-01-01 01:00:00+00:00,4987.06,24.82430036,0.97962335,0.96695538,0.0021141,0.00189297,0.00041389
2025-01-01 02:00:00+00:00,4915.665,25.18242421,0.98120275,0.96778363,0.00219029,0.00197787,0.00040323
2025-01-01 03:00:00+00:00,4886.4625,24.09191865,0.98370913,0.97327015,0.00301956,0.00058926,0.00048437
2025-01-01 04:00:00+00:00,4952.41,23.55075953,0.9845521,0.97554679,0.0029095,0.00047402,0.00044857
2025-01-01 05:00:00+00:00,5097.035,28.0333912,0.97811672,0.95926644,0.00136666,0.00348612,0.00034495
2025-01-01 06:00:00+00:00,5209.1575,30.14512384,0.9724403,0.94906001,0.00125482,0.00496647,0.0002111
2025-01-01 07:00:00+00:00,5316.57,27.79048045,0.97606556,0.95796649,0.00170604,0.00360102,0.00028071
2025-01-01 08:00:00+00:00,5417.99,25.4877513,0.98160099,0.96856383,0.00221085,0.00269379,0.00033328
2025-01-01 09:00:00+00:00,5547.0525,25.74064376,0.98414624,0.97100139,0.00225054,0.00291536,0.0002681
2025-01-01 10:00:00+00:00,5662.6025,26.10529432,0.98488565,0.97248185,0.00077274,0.0035,0.00031009
2025-01-01 11:00:00+00:00,5783.8175,24.47648182,0.98657805,0.9775697,0.00107343,0.00199274,0.00054851
2025-01-01 12:00:00+00:00,5848.315,24.37909266,0.9871958,0.97814478,0.00114819,0.00198894,0.00058164
2025-01-01 13:00:00+00:00,5930.755,23.53730105,0.98567103,0.9779326,0.00100188,0.00179902,0.00050295
2025-01-01 14:00:00+00:00,6056.6725,22.48522564,0.98608028,0.97972741,0.00159435,0.00126354,0.00047455
2025-01-01 15:00:00+00:00,6209.02,22.33915053,0.98575765,0.97877892,0.00262859,0.00117682,0.00042183
2025-01-01 16:00:00+00:00,6186.82,22.34903538,0.98716489,0.98061947,0.00286755,0.00092613,0.00037964
2025-01-01 17:00:00+00:00,6159.1325,21.99695117,0.987084,0.98111488,0.0027772,0.00084008,0.00037021
2025-01-01 18:00:00+00:00,6089.805,21.69106434,0.98683587,0.98107519,0.00266445,0.00064125,0.00038448
2025-01-01 19:00:00+00:00,5969.315,21.83953903,0.98693519,0.98092194,0.00259419,0.00072826,0.00040292
2025-01-01 20:00:00+00:00,5864.5575,22.10387117,0.98653089,0.97962418,0.00265594,0.00118444,0.00044234
2025-01-01 21:00:00+00:00,5751.03,21.31815991,0.9884244,0.98337564,0.00285398,0.00014784,0.00049468
2025-01-01 22:00:00+00:00,5633.1,22.02431218,0.98778854,0.98066677,0.0027995,0.00100843,0.0005114
