datetime_utc,consumption_mw,ci_lifecycle_gco2eq_per_kwh,included_share_lifecycle,ci_direct_gco2eq_per_kwh,included_share_direct,carbon_free_share,share_hydro_pumped_storage,share_biomass,share_other_renewable
2025-01-01 00:00:00+00:00,1692.0425,22.21567463,0.99354393,0.00233714,0.99354393,0.99353765,0.0,0.0,0.0
2025-01-01 01:00:00+00:00,1690.995,21.94572135,0.99373772,0.00150647,0.99373772,0.99373368,0.0,0.0,0.0
2025-01-01 02:00:00+00:00,1817.9525,21.98978657,0.99261955,0.00082489,0.99261955,0.99261734,0.0,0.0,0.0
2025-01-01 03:00:00+00:00,1789.345,22.45161025,0.99274335,0.001811,0.99274335,0.99273849,0.0,0.0,0.0
2025-01-01 04:00:00+00:00,1836.655,22.3302398,0.99323389,0.0,0.99323389,0.99323389,0.0,0.0,0.0
2025-01-01 05:00:00+00:00,2168.46,21.91146103,0.99315171,0.00072967,0.99315171,0.99314975,0.0,0.0,0.0
2025-01-01 06:00:00+00:00,2350.9525,21.5353609,0.99346277,0.00138844,0.99346277,0.99345904,0.0,0.0,0.0
2025-01-01 07:00:00+00:00,2471.9325,21.07886073,0.99513263,0.0,0.99513263,0.99513263,0.0,0.0,0.0
2025-01-01 08:00:00+00:00,2323.39,20.89396315,0.99541267,0.0,0.99541267,0.99541267,0.0,0.0,0.0
2025-01-01 09:00:00+00:00,2528.1375,20.76277919,0.99585078,0.0,0.99585078,0.99585078,0.0,0.0,0.0
2025-01-01 10:00:00+00:00,2475.17,20.50079816,0.99605058,0.0,0.99605058,0.99605058,0.0,0.0,0.0
2025-01-01 11:00:00+00:00,2183.28,20.18109546,0.99574837,0.0,0.99574837,0.99574837,0.0,0.0,0.0
2025-01-01 12:00:00+00:00,2043.655,20.0479197,0.99589724,0.06106305,0.99589571,0.99573154,0.0,1.54e-06,2.352e-05
2025-01-01 13:00:00+00:00,1777.3075,19.85184166,0.99593179,0.0,0.99593179,0.99593179,0.0,0.0,0.0
2025-01-01 14:00:00+00:00,1511.36,19.81666304,0.99625764,0.0,0.99625764,0.99625764,0.0,0.0,0.0
2025-01-01 15:00:00+00:00,1973.6375,19.57573887,0.99647235,0.0,0.99647235,0.99647235,0.0,0.0,0.0
2025-01-01 16:00:00+00:00,2343.3025,19.29138563,0.9966057,0.0,0.9966057,0.9966057,0.0,0.0,0.0
2025-01-01 17:00:00+00:00,2174.4775,18.98804667,0.99704775,0.0,0.99704775,0.99704775,0.0,0.0,0.0
2025-01-01 18:00:00+00:00,2236.0525,18.72148937,0.99678922,0.0,0.99678922,0.99678922,0.0,0.0,0.0
2025-01-01 19:00:00+00:00,2098.6275,18.65698021,0.99691958,0.0,0.99691958,0.99691958,0.0,0.0,0.0
2025-01-01 20:00:00+00:00,2272.7425,18.47953807,0.99696806,0.0,0.99696806,0.99696806,0.0,0.0,0.0
2025-01-01 21:00:00+00:00,2111.59,18.39596415,0.99694897,0.00037886,0.99694897,0.99694795,0.0,0.0,0.0
2025-01-01 22:00:00+00:00,1999.0025,18.09752581,0.99685493,0.00040945,0.99685493,0.99685383,0.0,0.0,0.0
2025-01-01 23:00:00+00:00,1867.55,17.87410698,0.99659875,0.06093628,0.99659875,0.99643462,0.0,0.0,2.328e-05
2025-01-02 00:00:00+00:00,1739.6025,17.89571061,0.99643978,0.0487918,0.99643978,0.99630838,0.0,0.0,1.867e-05
2025-01-02 01:00:00+00:00,2148.87,17.9765444,0.99660123,0.04839278,0.99660123,0.99647088,0.0,0.0,1.681e-05
2025-01-02 02:00:00+00:00,2428.295,18.27227353,0.99673283,0.00702205,0.99673283,0.99671392,0.0,0.0,2.47e-06
2025-01-02 03:00:00+00:00,2433.1025,18.46337681,0.99678288,0.09975419,0.99678288,0.99651414,0.0,0.0,3.759e-05
2025-01-02 04:00:00+00:00,2179.755,18.68898317,0.99680424,0.18242725,0.99680424,0.99631277,0.0,0.0,7.182e-05
2025-01-02 05:00:00+00:00,2217.85,18.90895671,0.9969914,0.28042748,0.9969914,0.99608489,0.00015088,0.0,0.00020277
2025-01-02 06:00:00+00:00,2133.38,18.83223257,0.99695222,0.25321442,0.99695222,0.99604684,0.00022311,0.0,0.00024325
2025-01-02 07:00:00+00:00,2180.36,18.842569,0.99669584,0.24954867,0.99669584,0.99583448,0.00018913,0.0,0.0002231
2025-01-02 08:00:00+00:00,2266.19,18.58584753,0.99681446,0.26028896,0.99680283,0.99583377,0.00026912,1.163e-05,0.00027864
2025-01-02 09:00:00+00:00,2267.35,18.4434695,0.99701531,0.2371718,0.99699852,0.99613699,0.00022436,1.679e-05,0.00023583
2025-01-02 10:00:00+00:00,2514.94,18.25394174,0.99664098,0.21058914,0.99662506,0.99588718,0.00017244,1.592e-05,0.00018516
2025-01-02 11:00:00+00:00,2661.25,18.09872026,0.9971278,0.18420061,0.9971193,0.99645516,0.00016872,8.5e-06,0.00021436
2025-01-02 12:00:00+00:00,2677.18,17.95904933,0.99701047,0.1500425,0.99701047,0.99640933,0.00019683,0.0,0.00020361
2025-01-02 13:00:00+00:00,2368.04,17.72564516,0.99708175,0.11831005,0.99708175,0.99658575,0.00017717,0.0,0.00017966
2025-01-02 14:00:00+00:00,2398.07,17.76723598,0.99704636,0.13324356,0.99704176,0.99643745,0.00024578,4.61e-06,0.00020285
2025-01-02 15:00:00+00:00,3021.76,17.72220096,0.99715867,0.08672129,0.99715867,0.99674533,0.00017963,0.0,0.00013709
2025-01-02 16:00:00+00:00,3093.62,17.7973656,0.99722917,0.0780615,0.99722842,0.99688053,0.00013758,7.6e-07,9.904e-05
2025-01-02 17:00:00+00:00,2769.84,17.79196437,0.99727855,0.05809152,0.99727855,0.99703235,8.962e-05,0.0,6.855e-05
2025-01-02 18:00:00+00:00,2478.59,18.02196098,0.997005,0.07354559,0.997005,0.9966412,0.00016562,0.0,0.00011306
2025-01-02 19:00:00+00:00,2427.52,18.01800144,0.99716634,0.07972623,0.99716634,0.99687327,7.821e-05,0.0,7.345e-05
2025-01-02 20:00:00+00:00,2090.71,18.28384772,0.99705181,0.07984849,0.99705181,0.99670445,0.00013219,0.0,0.00010392
2025-01-02 21:00:00+00:00,2301.95,18.52193031,0.99694029,0.08682366,0.99694029,0.99659488,0.00011147,0.0,9.534e-05
2025-01-02 22:00:00+00:00,2334.91,18.98934317,0.99693227,0.22665557,0.99693227,0.99615822,0.00016335,0.0,0.0001789
2025-01-02 23:00:00+00:00,2101.3,18.9464783,0.99695012,0.23119282,0.99695012,0.99621006,0.00011712,0.0,0.00015717
2025-01-03 00:00:00+00:00,1696.0375,19.13629474,0.99743807,0.20668816,0.99743807,0.99685714,2.374e-05,0.0,9.986e-05
2025-01-03 01:00:00+00:00,1837.9025,19.28591323,0.99744364,0.14843413,0.99744364,0.99704349,0.0,0.0,6.069e-05
2025-01-03 02:00:00+00:00,1976.7525,19.72349527,0.9974491,0.1675075,0.9974491,0.99699753,0.0,0.0,6.705e-05
2025-01-03 03:00:00+00:00,2227.385,20.62314914,0.99718838,0.26752421,0.99718838,0.99646738,0.0,0.0,0.00010476
2025-01-03 04:00:00+00:00,2349.86,21.21995275,0.99713895,0.34784646,0.99713895,0.99611969,8.182e-05,0.0,0.00018103
2025-01-03 05:00:00+00:00,2128.11,21.61041248,0.9971032,0.34836685,0.9971032,0.99604503,0.00011936,0.0,0.00019825
2025-01-03 06:00:00+00:00,1946.32,21.71112309,0.99704035,0.32898125,0.99704035,0.99599298,0.00016086,0.0,0.00022754
2025-01-03 07:00:00+00:00,2195.65,21.38525822,0.99706278,0.25469648,0.99706278,0.99618054,0.00019588,0.0,0.00020531
2025-01-03 08:00:00+00:00,2407.2825,20.65872732,0.99667357,0.13097252,0.99667357,0.99632077,0.0,0.0,4.899e-05
2025-01-03 09:00:00+00:00,2204.96,20.31460282,0.99672543,0.13609758,0.99672543,0.99633956,1.924e-05,0.0,6.585e-05
2025-01-03 10:00:00+00:00,1937.115,19.81053388,0.99717388,0.02847575,0.99717388,0.99709714,0.0,0.0,1.029e-05
2025-01-03 11:00:00+00:00,2110.18,19.2848634,0.99691628,0.0098415,0.99691628,0.99688976,0.0,0.0,3.45e-06
2025-01-03 12:00:00+00:00,2410.4925,19.06081963,0.99694598,0.00210536,0.99694597,0.9969403,0.0,1e-08,8.1e-07
2025-01-03 13:00:00+00:00,2371.6475,18.90064351,0.99684863,0.0,0.99684863,0.99684863,0.0,0.0,0.0
2025-01-03 14:00:00+00:00,2813.845,18.73500988,0.99690351,0.03984358,0.99690182,0.9967091,8.557e-05,1.69e-06,6.108e-05
2025-01-03 15:00:00+00:00,2902.1525,18.32726889,0.99706086,0.0,0.99706086,0.99706086,0.0,0.0,0.0
2025-01-03 16:00:00+00:00,2851.35,18.13541007,0.99705449,0.00658644,0.99705405,0.99699326,4.311e-05,4.4e-07,2.387e-05
2025-01-03 17:00:00+00:00,3078.32,17.92591386,0.99708454,0.04154459,0.99708135,0.9968561,0.00011378,3.2e-06,7.382e-05
2025-01-03 18:00:00+00:00,2898.115,17.69879459,0.99724164,0.00548919,0.99724116,0.99712004,0.0001064,4.7e-07,5.443e-05
2025-01-03 19:00:00+00:00,2529.4025,17.66076416,0.99715052,0.01144727,0.99714948,0.99698572,0.00013308,1.04e-06,7.108e-05
2025-01-03 20:00:00+00:00,2288.49,17.61990103,0.99708691,0.09859526,0.99707952,0.99660734,0.00020766,7.39e-06,0.00013566
2025-01-03 21:00:00+00:00,2174.62,17.69541319,0.99696461,0.14929421,0.99695383,0.99630867,0.00024453,1.078e-05,0.00019138
2025-01-03 22:00:00+00:00,2290.3,17.57758416,0.9967892,0.16561867,0.996779,0.99606647,0.00026786,1.02e-05,0.00022266
2025-01-03 23:00:00+00:00,1834.75,17.26386863,0.99657181,0.20342255,0.99656224,0.99578991,0.00022557,9.57e-06,0.00020986
2025-01-04 00:00:00+00:00,1826.68,17.22118165,0.99540634,0.21990252,0.99539637,0.99452403,0.00028194,9.97e-06,0.0002574
