datetime_utc,consumption_mw,ci_lifecycle_gco2eq_per_kwh,included_share_lifecycle,ci_direct_gco2eq_per_kwh,included_share_direct,carbon_free_share,share_hydro_pumped_storage,share_biomass,share_other_renewable
2025-01-01 00:00:00+00:00,3670.525,25.93487101,0.9916216,2.82844084,0.99157956,0.97284597,0.01115843,4.201e-05,0.00723142
2025-01-01 01:00:00+00:00,3677.3025,26.28455213,0.99180045,3.08464446,0.99177814,0.97238945,0.01112294,2.23e-05,0.00730998
2025-01-01 02:00:00+00:00,3664.1025,26.22714092,0.99153742,3.0153195,0.991466,0.97225598,0.0111384,7.139e-05,0.00733309
2025-01-01 03:00:00+00:00,3672.7275,26.24913595,0.99196846,2.86846237,0.99196846,0.97373718,0.01054094,0.0,0.00711319
2025-01-01 04:00:00+00:00,3687.4425,25.78625842,0.99208828,2.48791894,0.99207164,0.97495323,0.01044951,1.664e-05,0.00696362
2025-01-01 05:00:00+00:00,3751.72,26.253961,0.9916624,2.94561023,0.9916624,0.97377931,0.00998836,0.0,0.00720968
2025-01-01 06:00:00+00:00,3826.35,25.73881722,0.99116618,2.64459938,0.99107865,0.97368135,0.01032345,8.748e-05,0.00735253
2025-01-01 07:00:00+00:00,3888.615,26.12870442,0.99180572,2.95067125,0.99178701,0.97376285,0.010117,1.871e-05,0.0071778
2025-01-01 08:00:00+00:00,3963.5825,26.26050801,0.99209692,3.05006201,0.99209692,0.97418025,0.0097384,0.0,0.00698826
2025-01-01 09:00:00+00:00,4002.2975,25.95576642,0.99184808,2.90259513,0.99184808,0.97305812,0.01100906,0.0,0.00712542
2025-01-01 10:00:00+00:00,4032.4125,26.12402939,0.99225273,2.89733814,0.99225273,0.97361897,0.01086378,0.0,0.00685245
2025-01-01 11:00:00+00:00,4042.2225,26.36586645,0.99289399,2.94709675,0.99289399,0.97524338,0.00974208,0.0,0.00636011
2025-01-01 12:00:00+00:00,4042.615,26.41063181,0.99306337,2.92243789,0.99298994,0.97573156,0.00942462,7.341e-05,0.00621669
2025-01-01 13:00:00+00:00,4076.1425,26.58711062,0.99263611,3.16953488,0.99252182,0.97435145,0.00968319,0.00011427,0.0063402
2025-01-01 14:00:00+00:00,4144.1975,26.49455134,0.99294236,3.11836217,0.99294236,0.97515608,0.00941776,0.0,0.00575252
2025-01-01 15:00:00+00:00,4166.46,25.81898105,0.99267901,2.74997898,0.99267901,0.9757049,0.00959615,0.0,0.00579017
2025-01-01 16:00:00+00:00,4142.0375,25.52332944,0.992639,2.60634602,0.992639,0.97556972,0.01007695,0.0,0.00585697
2025-01-01 17:00:00+00:00,4097.4375,25.33808975,0.9929007,2.55313795,0.9929007,0.97586886,0.01018046,0.0,0.00588018
2025-01-01 18:00:00+00:00,4070.4725,24.75433944,0.99285985,2.39485373,0.99285985,0.97636521,0.01006828,0.0,0.00584452
2025-01-01 19:00:00+00:00,4037.965,24.43087295,0.99266522,2.24533507,0.99266522,0.97716655,0.00947471,0.0,0.00606264
2025-01-01 20:00:00+00:00,3975.02,23.53189378,0.9925429,1.85405819,0.9925429,0.97945127,0.00811803,0.0,0.00618299
2025-01-01 21:00:00+00:00,3894.67,23.20472698,0.99257764,1.93884985,0.99257764,0.97922223,0.00815417,0.0,0.00625075
2025-01-01 22:00:00+00:00,3835.5975,22.67547132,0.99273632,1.81156507,0.99273632,0.97974136,0.0081344,0.0,0.00620872
2025-01-01 23:00:00+00:00,3805.9575,23.95059583,0.99330164,2.34806257,0.99330164,0.97885327,0.00814476,0.0,0.00628433
2025-01-02 00:00:00+00:00,3738.4375,22.67967972,0.99364321,1.78561836,0.99364321,0.98005324,0.00879465,0.0,0.00608189
2025-01-02 01:00:00+00:00,3693.3025,21.79831067,0.99387137,1.51329515,0.99387137,0.98247096,0.00733549,0.0,0.00588519
2025-01-02 02:00:00+00:00,3657.315,21.0105431,0.99366037,1.39954513,0.99366037,0.98362653,0.00627527,0.0,0.00603007
2025-01-02 03:00:00+00:00,3632.235,20.57315206,0.99373935,1.2544334,0.99373935,0.98258818,0.00778204,0.0,0.00609284
