datetime_utc,consumption_mw,ci_lifecycle_gco2eq_per_kwh,included_share_lifecycle,carbon_free_share,share_hydro_pumped_storage,share_biomass,share_other_renewable
2025-01-01 00:00:00+00:00,2456.15,42.81304526,0.99230984,0.94836802,1e-08,0.00024237,0.00669525
2025-01-01 01:00:00+00:00,2445.0625,42.53721042,0.99264198,0.94994593,0.0,0.00011487,0.0066648
2025-01-01 02:00:00+00:00,2430.2275,42.75270042,0.99229939,0.94852647,1e-08,0.00038379,0.00670096
2025-01-01 03:00:00+00:00,2421.4675,42.80406165,0.99259564,0.9490204,0.0,0.0,0.00682594
2025-01-01 04:00:00+00:00,2417.09,43.49546964,0.99209925,0.94631886,0.0,0.00011395,0.0070192
2025-01-01 05:00:00+00:00,2453.6375,42.18549784,0.99240543,0.9494975,0.0,0.0,0.00674001
2025-01-01 06:00:00+00:00,2503.6325,42.80462888,0.99182414,0.9471382,4e-08,0.00054589,0.0066964
2025-01-01 07:00:00+00:00,2533.525,42.0618847,0.99303463,0.95124448,0.0,9.863e-05,0.00609397
2025-01-01 08:00:00+00:00,2535.5175,41.55285334,0.99354515,0.95318815,0.0,0.0,0.0057707
2025-01-01 09:00:00+00:00,2586.96,41.29078237,0.9930225,0.95264805,0.0,0.0,0.00620786
2025-01-01 10:00:00+00:00,2609.38,41.12872094,0.99395057,0.9542645,0.0,0.0,0.00542816
2025-01-01 11:00:00+00:00,2655.34,40.88644051,0.99445773,0.95678339,0.0,0.0,0.00538983
2025-01-01 12:00:00+00:00,2673.5575,40.87135997,0.9945541,0.95730392,3e-08,0.00034583,0.0052871
2025-01-01 13:00:00+00:00,2701.6425,40.62262368,0.99484278,0.95793696,2e-08,0.00049031,0.00472619
2025-01-01 14:00:00+00:00,2735.825,39.73665871,0.99684138,0.96136819,0.0,0.0,0.00271175
2025-01-01 15:00:00+00:00,2716.935,40.37881622,0.99630037,0.95875592,0.0,0.0,0.00295418
2025-01-01 16:00:00+00:00,2680.77,40.88212199,0.99637942,0.95742316,0.0,0.0,0.00278098
2025-01-01 17:00:00+00:00,2685.005,40.84148661,0.99641977,0.95717501,0.0,0.0,0.00271651
2025-01-01 18:00:00+00:00,2672.69,41.36056767,0.99617658,0.9558656,0.0,0.0,0.00290973
2025-01-01 19:00:00+00:00,2654.15,42.02134412,0.9945174,0.95311984,0.0,0.0,0.00450767
2025-01-01 20:00:00+00:00,2627.915,43.08602859,0.99258031,0.94884343,0.0,0.0,0.00626664
2025-01-01 21:00:00+00:00,2618.455,42.8835115,0.99301069,0.94981268,0.0,0.0,0.00623
2025-01-01 22:00:00+00:00,2582.1,43.20196812,0.99325564,0.94881289,0.0,0.0,0.00606271
2025-01-01 23:00:00+00:00,2551.0375,42.35656509,0.99388952,0.95242513,0.0,0.0,0.00592306
2025-01-02 00:00:00+00:00,2490.76,44.16145992,0.99320572,0.94797297,0.0,0.0,0.0065496
2025-01-02 01:00:00+00:00,2488.9675,44.60192802,0.99360919,0.94707329,0.0,0.0,0.00611288
2025-01-02 02:00:00+00:00,2473.945,45.04143451,0.99324956,0.9451778,0.0,0.0,0.00627295
2025-01-02 03:00:00+00:00,2476.9025,45.14247226,0.99292628,0.94475451,0.0,0.0,0.00676632
2025-01-02 04:00:00+00:00,2504.895,43.60050655,0.99338413,0.94875668,0.0,0.0,0.00653612
2025-01-02 05:00:00+00:00,2602.19,42.49991335,0.99425046,0.95241363,0.0,0.0,0.00574954
2025-01-02 06:00:00+00:00,2719.795,42.79834426,0.9943906,0.95165173,0.0,0.0,0.00556161
2025-01-02 07:00:00+00:00,2764.51,42.24751529,0.99411397,0.95212718,0.0,0.0,0.00574285
2025-01-02 08:00:00+00:00,2811.6775,42.86195093,0.9930912,0.94928574,3.4e-07,0.0007162,0.00643179
2025-01-02 09:00:00+00:00,2885.6025,42.66516059,0.99329366,0.94996366,4.9e-07,0.00111295,0.00603405
2025-01-02 10:00:00+00:00,2888.9125,42.37200701,0.99356962,0.95062155,1.7e-07,0.00117707,0.00562641
2025-01-02 11:00:00+00:00,2876.905,42.24161374,0.99325681,0.95024938,2.8e-07,0.0007259,0.00616574
2025-01-02 12:00:00+00:00,2899.9675,42.53863908,0.99372856,0.95072221,7.9e-07,0.0,0.00599154
2025-01-02 13:00:00+00:00,2904.945,43.439687,0.99362964,0.94955521,1.07e-06,0.0,0.00606409
2025-01-02 14:00:00+00:00,2915.58,43.25242971,0.99341786,0.94904959,1.03e-06,0.00056373,0.00600635
2025-01-02 15:00:00+00:00,2851.3425,43.51743594,0.99382874,0.94939307,0.0,0.0,0.00569252
2025-01-02 16:00:00+00:00,2803.96,43.29068672,0.99392356,0.94986731,0.0,0.00015818,0.00558389
2025-01-02 17:00:00+00:00,2776.965,43.16025951,0.99416472,0.95064691,0.0,0.0,0.00554034
2025-01-02 18:00:00+00:00,2759.9,43.00613599,0.99404847,0.95090935,0.0,0.0,0.00572591
2025-01-02 19:00:00+00:00,2757.7675,42.73704936,0.9940723,0.95120257,0.0,0.0,0.00574281
2025-01-02 20:00:00+00:00,2734.415,43.48562884,0.99391194,0.94985602,0.0,0.0,0.00597174
2025-01-02 21:00:00+00:00,2702.7175,43.4412022,0.99371402,0.94974628,0.0,0.0,0.00617899
2025-01-02 22:00:00+00:00,2662.06,41.80177807,0.99424135,0.95359894,0.0,0.0,0.00575865
2025-01-02 23:00:00+00:00,2631.85,41.88773415,0.99389895,0.95242619,0.0,0.0,0.00610105
2025-01-03 00:00:00+00:00,2596.035,41.64857074,0.99362129,0.9525411,0.0,0.0,0.00637871
2025-01-03 01:00:00+00:00,2563.3625,41.9170323,0.99372733,0.95236772,0.0,0.0,0.00627267
2025-01-03 02:00:00+00:00,2555.995,41.87531556,0.99391245,0.95291403,0.0,0.0,0.00608755
2025-01-03 03:00:00+00:00,2560.4475,40.39134552,0.99433016,0.95530951,0.0,0.0,0.00566984
2025-01-03 04:00:00+00:00,2577.5625,39.65988513,0.994641,0.95755673,0.0,0.0,0.005359
2025-01-03 05:00:00+00:00,2664.3125,38.84601021,0.99516595,0.96064414,0.0,0.0,0.00483405
2025-01-03 06:00:00+00:00,2756.0325,38.68379025,0.99481848,0.96113492,0.0,0.0,0.00518152
2025-01-03 07:00:00+00:00,2798.2325,39.96280895,0.99522679,0.95980518,0.0,0.0,0.00477321
2025-01-03 08:00:00+00:00,2856.58,39.72354745,0.99512445,0.96047371,0.0,0.0,0.00481205
2025-01-03 09:00:00+00:00,2863.4325,39.83221734,0.99493314,0.960166,0.0,0.0,0.00506686
2025-01-03 10:00:00+00:00,2858.885,40.74758225,0.99487616,0.95759825,0.0,0.0,0.00499642
2025-01-03 11:00:00+00:00,2838.1,41.58094721,0.99469091,0.95536591,0.0,0.0,0.00511736
2025-01-03 12:00:00+00:00,2860.2525,41.9376222,0.99385422,0.95332825,0.0,7.053e-05,0.00578773
2025-01-03 13:00:00+00:00,2843.2475,42.53588801,0.99401462,0.9516361,0.0,0.00040973,0.00527565
2025-01-03 14:00:00+00:00,2870.7325,43.22845007,0.99297526,0.94890296,2e-08,0.00068885,0.00626314
2025-01-03 15:00:00+00:00,2819.8625,44.5955478,0.99235781,0.94504049,0.0,0.00093684,0.00652844
2025-01-03 16:00:00+00:00,2817.47,44.93931223,0.99182722,0.94357996,2e-08,0.00118085,0.00683039
2025-01-03 17:00:00+00:00,2800.895,44.98313248,0.99175783,0.94326449,3.1e-07,0.00135704,0.00689406
2025-01-03 18:00:00+00:00,2783.37,46.12807636,0.99053803,0.93996096,6e-08,0.0016711,0.00784839
2025-01-03 19:00:00+00:00,2764.3975,45.14632257,0.99140663,0.94264627,4.7e-07,0.00161954,0.00707089
